Integration Type,Language,Sentiment,Categories,Text
tripadvisor,fra,1,service;food;environment;value,"Découvert par hasard après la visite d'un musée d'Anvers, nous avons été ébahi par la qualité des pâtes et le goût, digne des meilleurs restaurants du genre que j'ai fais en Californie.Je préviens ici qu'il ne s'agit pas de pâte à l'italienne (du genre, filet d'huile d'olive et tomates cerises) mais bien d’assaisonnements plus conséquents : sauces bolognèses-4fromages, oignons frits, lards grillé, boulette... Tout se mélange selon nos envie, pour un prix raisonnable et un service super souriant. A refaire!"
tripadvisor,eng,1,food,"Freshly made, flavorful and tasty.  The ingredients are very fresh and their Fries are awesome also. Service was first rate.  Visited for late lunch with friends and we were all blown away at how good the food was.  Beer was also good and the location for their outdoor tables is out of the busy path and we were able to enjoy a great meal.  Will return again during my next visit to Breda."
tripadvisor,fra,1,food;service;environment,Service très rapideLa serveuse nous a expliqué la carte et le personnel est très poli. Service rapide et plats très bon.Manque une carafe d'eau pour accompagner le repas
tripadvisor,nld,-1,service,"Zeer lekker, jammer dat onze eerste keuze niet meer te verkrijgen was, de leidinggevende was onbeleefd en arrogant tegen het personeel, niet zo tof als klant. verder was alles naar wens."
tripadvisor,deu,-1,service;food,"Obschon es ziemlich lange gedauert hat und man uns zweimal das falsche gebracht hatte,war der Burger zwar ok,obschon die Garstufe nicht stimmte.Hot Gillian scharf,wie bestellt,aber trotzallem gerne wieder."
tripadvisor,eng,1,service;food,"Visited today for lunch. Staff were friendly and helpful although service was a little slow.Mussels had a slimy texture.Calamari overcooked.Steak cooked lovely, ribs were tasteless perhaps need marinating for longer. Dauph potatoes were excellent and mushrooms were very tasty, although the onion rings were cremated, personally i would have been to embarrassed to serve them. Overall a little disappointing and nothing special."
tripadvisor,eng,1,food;service;environment;convenience,"Last Saturday evening we celebrate that one of our British colleagues became Belgian. We were with a group of 16 people and the format that the restaurant proposed was very good. We could taste the cheese, pork & chicken version. Good service. Nice ambiance. Only minus point was that the adress Theaterplein could be put in my gps."
tripadvisor,eng,1,experience;convenience;food,"I wish I'd found the Olive on day 1! I was a bit fed up of the typical Bruges stew and frites by the end of day 5! The Olive was a refreshing, delicious, tasty change from the standard fare in most of the cafe's. I had mixed gyros in a box, a very generous portion, lovely fresh salad, tzatziki and tomato sauce. They even had dakos on the menu. It doesn't have a seating area and isn't open late but it was the tastiest food I ate all week! highly recommended."
tripadvisor,fra,1,environment;food,"Serveurs et cadre agréable. Large choix de burger (vegan et veggie également), ils sont vraiment copieux et délicieux. La salade qui accompagne le burger est rafraîchissante et se marie très bien avec le burger. Les frites sont bonnes mais vous n’aurez plus assez faim."
tripadvisor,fra,1,value;food,Un des seuls restaurants ouvert tard...bon burger prix un peu élevé mais assiette copieuse service correct
tripadvisor,eng,-1,service,"I titled this way as my wife is Indian and she asked are the meat dish beef as she did not eat beef, the waiter said why- are you allergic to beef. Very odd indeed. The menu is minimal and maybe i got the real intent wrong. Service was a little slow and inflexible and the Pork dish takes 40 min so do t wait ordering. "
tripadvisor,nld,1,food;service,Ellis Gourmet is natuurlijk geen toprestaurant. Je kan er echter snel en hele lekkere hamburgers eten. 
tripadvisor,nld,-1,food;service,"Drama, eten koud,  bediening slecht. Kortom echt NIET doen. Je denkt dat aan kip en frituren weinig mis kan gaan. Helaas"
tripadvisor,eng,1,experience;food;value;environment;reputation,"Great food , afordable , very nice place feels like you are in a trip to italy.Hope to be in london again and visit there again"
tripadvisor,nld,1,food;service;environment,"Een klein beetje weg van het gewoel rond het Museum voor Schone Kunsten en de gedempte zuiderdokken. Gezellig en 'kippig' ingericht, vriendelijk personeel, heel lekkere open geklapte kip gegeten met olijven en Griekse kaas, onder de naam Butterfly chicken (per twee personen, is om te delen), je kunt er een aantal verschillende bijgerechtjes bij bestellen, gaande van tomatensalade over aardappelen, rijst tot sausen.."
tripadvisor,eng,1,food,"Went eating for the first time at Ellis today with a friend. We ordered onion rings as a starter and I had the chicken burger as a main course. I noticed plenty of vegan choices on the menu, a big plus!The onion rings unfortunately arrived after our burgers did, but when serving them, the waiter added that they’d be for free since they came too late. Service the way you’d expect it to be (but that I certainly don’t take for granted.)Excellent burger, good white wine. Side dish of lettuce and quinoa was delicious as well. I’d certainly go back!"
tripadvisor,eng,1,experience;food;service,"Food was lovely steak was cooked perfectly, ribs and chicken were really good and so was waitress Marta"
tripadvisor,eng,1,experience;food;service;environment;value,"This is the second time I’ve been here in a matter of months on business and each time have really enjoyed it. The spaghetti bolognaise was amongst the tastiest I’ve had and the whole ambience of the place is good. Great food and really good, friendly service all at a very reasonable price "
tripadvisor,eng,1,experience;food;environment,Lovely family run restaurant with great food and atmosphere. Perfect to relax after shopping on oxford street. 
tripadvisor,eng,1,experience;food;convenience;value,"When I was about to give up to the thousand tourist bait food dealers in this diffused shopping mall ofa town, I saw this cute little place and it appealed to me. Even if neither the price nor the taste are comparable to what you can get in Monastiraki, it is a tasty experience. Their fresh made juices are simply fantastic and the Gyros is very good! "
tripadvisor,jpn,1,environment;food,カウンターでおいてある乳製品材料からピザを焼く。生地が薄くって、ぱりぱりしてった。トッピングも新鮮な材料たっぷりだし、美味しかった。奥のテラススペースでとても良い雰囲気に出る。
tripadvisor,fra,-1,food,"Je trouve le prix des burgers beaucoup trop cher pour la qualité. La salade colesaw était fade ainsi que mon funky chicken. De puis, payer les accompagnements en extra est complètement ridicule vu la qualité médiocre. Je ne conseille vraiment pas ce restaurant lors de votre shopping ;)"
tripadvisor,ita,1,experience;food;service;reputation,"Posto accogliente e servizio cordiale, buon cibo italiano. Buoni i dolci fatti da loro. Posto consigliato"
tripadvisor,ita,1,food;environment;value,"Bella selezione di birre e buona varietà nella scelta degli Hamburger. Situato vicino alla piazza centrale di Bruges, molto curato nell'ambiente. Servizi igenici puliti. Prezzi in linea con quelli della cittadina belga.Passateci per non spendere una fortuna e mangiare comunque qualcosa di sfizioso."
tripadvisor,nld,1,environment;service;value;food,"1ste keer komen eten met mijn vriendin alleen, bediening ging super vlot en de spaghetti's waren heerlijk!2de keer niet zo lang geleden komen bikken met mn vriendin en 3 vrienden. Het was druk en ze waren onderbemand in de zaal wat tot lange wachttijden resulteerde... jammer, maar weer overheerlijk!"
tripadvisor,eng,1,reputation;food;environment;service,"We came here late in the evening during a heat wave and sat outside, its right in from of the museum and the marina, so the views are great and you get beautiful light from the sunset.The burgers were great quality and very filling, great value too."
tripadvisor,nld,-1,food,"Leek mij een heel leuk concept, wat kan er mis gaan met kip en friet. Blijkbaar toch het één en het ander. Eten wordt niet altijd correcte manier uitgeserveerd. Het zelfde gerecht bij onze buren was niet idem als het mijne. Porties zijn mijn inziens vrij klein tegenover de prijs de hiervoor gevraagd wordt. Kip was ook aan de droge kant en 3,5€ voor 3 rozemarijnpattatjes is toch wel even overdreven, evenals de ver te zoeken portie mayonaise."
tripadvisor,eng,-1,service,Been going to Ellis for 3 years. Quality has dropped. And service way too slow. Waitress admitted that the boss was trying to make as much profit as possible without the staff - she really was doing her best under the circumstances. I overheard the lady ahead of me at the till also complaining that the quality had dropped which was a pity because she lived nearby and was a regular. Time to take custom elsewhere?
tripadvisor,eng,1,experience;food;service;reputation,"Recently in London for a concert and happened to find this place on google maps, me and my Mother had dinner here on Saturday evening. I can’t recommend the place enough, we didn’t book and they managed to squeeze us in.I didn’t catch the waitresses name but she was lovely, so friendly and attentive even though it was busy. We had bruschetta to start and I had carbonara and my mother had spaghetti bolognese. Carbonara is absolute favourite so I’ve had a lot and I have to say this place has one of the tastiest carbonaras I’ve had. My mother really enjoyed hers too and the bruschetta was delicious as well. Really reasonable in terms of price and good menu and drink selection. I’d definitely visit again when I’m next in London. "
tripadvisor,nld,1,experience;food;service;environment;reputation,We moesten 10minuutjes wachten tot we aan een tafel konden gaan zitten. Toffe inrichting en vriendelijk personeel. Lekkere mango fruit cocktail en Bulldog gin en tonic. We kozen beide voor de lasagna die heerlijk smaakte! Hier kom ik nog terug! 
tripadvisor,fra,1,reputation;food;family_friendly;service;environment,Tout était parfait !Une table de 15 personnes en terrasse avec couché de soleil.Burger délicieux et serveur ultra sympa !On y retournera !
tripadvisor,nld,1,food,"Lang geleden dat ik zo’n lekkere cappuccino heb gedronken, gemoedelijk krantje lezen of gewoon even zitten. "
tripadvisor,fra,1,experience;food,"Produits frais et de qualité.Leur pain pita est just renversant, les frites sont fraiches.Un délice à refaire si on se retrouve à Bruges !"
tripadvisor,fra,1,food;service,"service efficace, aimable et rapide.  les tacos auraient été nettement meilleurs chauds.le premier plat de frites était froid, on l'a remplacé sans problème; et celles qui sont venues par la suite étaient vraiment bonnes !resto pas mal et déco sympa."
tripadvisor,nld,1,service;environment;value;food;experience;reputation,Hartelijk ontvangst. Service met de glimlach.Snelle bediening.Deze zaak is gespecialiseerd in spaghetti met veel variaties.Een van de beste die ooit gegeten heb.Eenvoudige setting zonder tralala met en aangename sfeer.Het personeel geeft de nodige uitleg over de formule (samenstelling van de gekozen pasta)en is gedienstig.Een aanrader voor de liefhebber.
tripadvisor,deu,1,experience;food;service;value;reputation,"Wir waren um die Mittagszeit dort, wurden freundlich empfangen und bekamen einen guten Tisch. Die Bestellung ist schnell gegangen und sowohl Oliven, Salat und Pasta waren frisch, wirklich gut und ausreichend portioniert. Die Rechnung war absolut fair.Weiter so ihr Lieben, wir kommen sehr gerne wieder!"
tripadvisor,eng,1,experience,"This place is a must when visiting Lisbon. They received Michelin Bib Gourmand sign meaning that you can have exceptionally good food at moderate price. This is for a good reason, no doubt about it!! Place is usually packed during peak hours but you have two options: either wait outside and order drinks from the window they have open, to have your time fly by more happily :) Option 2: Make a reservation earlier and go to explore beautiful city and come back when the time comes. We chose second option but drinks followed regardless :). The menu is simple, well described and not overwhelming with great selection of local wines and porto. We ordered:Marinated Olives: We loved their olives. This is always a good start to pair with wine.Octopus Salad: as an avid fans of octopus served in any dish we had to try their salad. It was delicious with noticeable hints of smoked paprika soaked in citrusy vinaigrette.Tuna Tartar: definitely one of the top ones we had eaten so far. Very fresh with radish, chives, avocado and wasabi eggs. This is an appetizer I could eat everyday.Prawns al Ajillo: the biggest ones they are serving. You pay for two pieces, simply grilled but served from heaven. We chose basmati rice side dish which was so buttery and flavorful making itself a perfect combination. Do not forget to squeeze the juice from the prawns heads, this is the best natural seafood sauce ever!!We had a bottle of our favorite Alvarinho to compliment our food. Overall the staff is very friendly and the place is very welcoming, packed with people who came to enjoy the Portugal culture, food, enjoyment. Tapisco will be in our memory for long time :)"
tripadvisor,eng,-1,experience;food;service,"When we entered the resturant the female waitress wasn't in anyway friendly, she didn't smile the whole time and she was very cold. We had garlic bread for a starter which was just cheese on bread, no taste of garlic. The waiter never poured our drinks which I'm sure is one of the reasons they get a service charge. I wasnt even finished with my starter before the waitress started clearing our table for our mains. We both ordered meatballs... it literally tasted like sausages and beans out of a tin. We had a few mouthfuls and we asked for the bill, I told the waitress we didn't like the food and she just want and called the manager. The manager came over and told is twice he has never had a complaint... reading the reviews on here, will show you that's not true! He asked if we wanted something else 3 times before accepting no as our answer. They took the money for the starter and drinks without a word. It was clear to us that theu was annoyed we didn't like the food! Terrible service and bland food! "
tripadvisor,eng,-1,food;service,So this is the 2nd time i have visited. The first time was awful food undercooked waiting times forever said id never return but was in town and my friend had never tried... opened the doors at 12 we was in at 12.05... soon filled up so thought its popular should be an improvement. Can not fault our waiter who was on his own for a bit... water on your table.. ordered a latte was very good.. went for the set menu cheese burger fries ... waited 40mins for it was it worth it.... no... it wasnt very warm as had been sat on the side for a while.. we kept hearing the chefs shouting service many times however our waiter bless him was sitting other people.  Chips were ok burger very charred and didnt enjoy. Waiting times are still long too. 
tripadvisor,fra,1,food,Beaucoup de tables mais service efficace. Burgers variés et frais. Il est dommage de devoir commander les frites en plus à part... 
tripadvisor,ita,1,experience;food;convenience;value,"Ottima cena in questo ristorante italiano. Si trova in una delle zone più frequentate di Londra. Buonissimi gli spaghetti al pomodoro e i maccheroni con pesto rosso. La porzione small è servita in un padellino molto carino, ma la porzione è giusta per una persona. Il tiramisù è eccezionale, super morbido e non si sente l'amaro del caffè. Super consigliato!"
tripadvisor,eng,1,service;food,"My buddy and I went to this restaurant for lunch. There were only a few people at the restaurant. The service was good, the waitress was very friendly and helpful. The food was typically American bar food. Some glazed ribs and wings. The meat was very tender and the sauce gave it a good flavor. "
tripadvisor,swe,1,food;environment;family_friendly,"Fantastiskt utbud av hamburgare på nötkött, kyckling och grönt. Riktigt bra veganutbud. Hembakat bröd med jättegoda tillbehör. Ölrekommendation finns till alla rätter. Stort dryckesutbud. Kan mycket varmt rekommendera rätten Wasabi Lansky som är en hasselnötsburgare med wasabimajonnäs, sanslöst gott. Mysig innergård med bambuträd. Mycket barnvänligt med målarböcker, vanliga böcker (Finn & Fifi på lokalt språk blir Suske en Wiske bara det roande för barnen) och barnrätter. Vi kommer tillbaks hit. Mums"
tripadvisor,eng,1,experience;food;service;reputation;consistency;environment,"En route to NPG & hungry. Remembered the Spaghetti House of our youth. Sat outside and shared a brochetta & water. Staff charming. No hassle at all. I then ordered off-piste: a veal scalopina, hold everything & I'll have a side of spinach. Delicious. No problem. My friend had maccarone and seafood. He loved it. We sat for another hour... a couple of carafes & a JD whiskey. Then profiteroles.  Absolutely charming. Lovely not to be at a regular chain. Water and requests kindly met. We spent nearly four hours catching up! Wonderful. Avoid the obvious chains. Quality food. Polite professional staff. Amenities super too."
tripadvisor,deu,0,food;service,"Wir waren 2 Mal im Jilles , dass auch für Veganer bestens geignet ist , da das Angebot in diesem Bereich vielfältig ist und Vegane Speisen sowohl im Aushang als auch in der Karte deutlich gekenntzeichnet sind. Beim 2. Besuch dauerte die Zeit zwischen der Herausgabe der Karten und der tatsächlichen Bestellungsaufnahme etwas lang."
tripadvisor,eng,1,reputation;food;service;value,I had a hotel in the area and was looking for a place to eat and this place claimed that they had the best burgers.  I had the smokey bacon and it was good along with a Carlsberg.  Prices com[pared to home were a bit higher than I expected.  The service was okay.
tripadvisor,eng,1,food;environment,"We got a cute booth and we handed the reins over to the head waitress to order a selection of their specials, Some of the choices were amazing - others were a bit disappointing, but the atmosphere was buzzy and a felt like a hip place to be. "
tripadvisor,deu,1,food;service;environment,Kleiner feiner Laden im Herzen von Gent! Lecker vegetarisches Essen frisch zubereitet. Danke! Gerne wieder! 
tripadvisor,nld,1,service;food;environment,"De bediening was super, lekker vers gegeten en ook onze desserten waren top. Hier komen we zeker en vast nog terug!"
tripadvisor,eng,1,food,"Allright, tapas and curry do not correspondent directly, but the dishes are amazing. Should check it out! "
tripadvisor,eng,-1,experience;consistency;service;reputation,"Really disappointing! After having a day out with our large family we decided to go into the Spaghetti House. The staff were rude and abrupt, my young nephew asked the manager if he had any paper so he could try out his new pens and was rudely dismissed.Food orders came out wrong were delivered to the wrong people.  Drinks were wrong and again distributed incorrectly.   Overall a very disappointing experience, won't be visiting again!"
tripadvisor,nld,-1,service;value;food,"Het restaurant ziet er leuk gestyled uit, bij binnenkomst waren er nog genoeg tafeltjes vrij. We moesten nog gaan zitten of er werd al gevraagd wat we wilden drinken. Eenmaal nadat we de kaart kregen werd er 2 minuten later weer gevraagd of we al wisten wat we wilden. Het leek wel of de bediening haast had ofzo.. We bestelden een drankje en vooraf nacho’s. De drankjes en de nacho’s kwamen a la minute naar ons tafeltje. De nacho’s waren warm, er zaten bechamelsaus, tomatensaus met gehakt en gefrituurde uitjes overheen. Bijzondere combi.Toen de pasta, wij namen beide de ‘dog’ maat, dit was echt een bord vol. Mijn pasta bevatte bijna hetzelfde als de nacho’s; bechamelsaus, tomatensaus met gehakt, gefrituurde uitjes, gebakken spekjes, parmezaanse kaas en ketchup. De spaghetti leek wel opgewarmd uit de magnetron, ik vond de pasta smakeloos en niet lekker. Het leek wel een bij elkaar geraapt zooitje. Na een paar happen was ik er al klaar mee. We moesten bijna €50 afrekenen voor iets waar we absoluut niet van genoten hebben. Eenmaal thuis ben ik nog gigantisch ziek geworden en is al het eten eruit gekomen. Deze zaak bezoek ik nooit meer."
tripadvisor,eng,-1,experience;service,"Had to ask twice and wait 20 minutes to take our order, and it wasn’t particularly busy. Was not helpful when it came to giving information about food on the menu, and when one of our dishes wasn’t correct, I had to wait 20 minutes for a new one so I didn’t receive it until my family was done eating. Also had to ask three times if we could get some tap water for the table, unfriendly staff in general. Just because your restaurant is in a central place and gets costumers anyways doesn’t mean you should treat your costumers like they are bothering you being there"
tripadvisor,eng,1,experience;food;service;value,"It’s tough to find a place to eat in Mayfair on short notice at a reasonable and friendly environment but we found one in Spaghetti House, friendly staff, attentive service, reasonable prices and great food. "
tripadvisor,eng,1,experience;environment;food;service;reputation,"Whilst in Leicester on business a few of us went out for a meal. Middleton's was picked almost at random and what a great bit of luck it was too!The venue, an old bank, is superbly decorated - see photo.The menu is based on steak and is rather extensive with plenty of choice for both starters and main (the dessert menu is also pretty good!). As well as the main options there's plenty of variation available via sides etc.We had a bit of a wait for our food which given it was mostly empty is a bit of a worry on how they cope on a busy night (I assume they bring in more chefs/kitchen staff).One slight thing was we had to ask for finger bowls (a couple of us had whole prawns), these should come automatically as standard. But this is trivial...onto the food...Our food was lovely in both look and taste.It's not the cheapest at just under £30 for a drink, starter and main but given the quality still represents good value.The staff were friendly enough with just the right level of interaction. I'd happily return here and recommend it."
tripadvisor,nld,-1,service;food,"méér dan één uur moeten wachten op een volledig uitgedroogde kip ... rode wijn van mindere kwaliteit, slechte ervaring !!! maar wel vriendelijke bediening"
tripadvisor,nld,1,food;service,"Super vriendelijke en hartelijke ontvangst en bediening! En toen moest het eten nog komen... Wat een ontdekking! Dankuwel Greenway Gent, ook voor de proevertjes ;-) "
tripadvisor,nld,1,service;food,"Van harte aanbevolen.Ik weet zeker dat je/jullie geen spijt zal van hebben. Bediening is vriendelijk, rustig en correct. Menu kaart is zeer lekker. Probeer maar!"
tripadvisor,nld,-1,service,Jammer dat de levertijden totaal niet kloppen. Er werd aangegeven dat de maaltijd op een bepaald moment ging bezorgd worden en ondertussen zijn we een uur verder is er nog steeds geen maaltijd te zien. Via de website krijgen we zelf nieuws dat de levertijd alsmaar verlaat wordt. Eerste en laatste keer dat ik hier zal bestellen.
tripadvisor,eng,1,experience;service;food,"Called in on the 7th July for a Sunday roast, Jack served us and was brilliant! We've eaten here before on a Sunday and enjoy their roast very much. Nothing was to much trouble, we had a bit of a blip but was sorted straight away. I love the way they always place a cold bottle of water on your table as soon as you arrive...nice touch 👍 We shall be back. 🙂"
tripadvisor,nld,1,food;service,"Zijn hier al verschillende keren komen eten. Met vrienden, met ons tweetjes. Al elke keer ga ik zeer tevreden naar huis! Lekker gegeten, vriendelijke en vlotte bediening! Zeker een aanrader!"
tripadvisor,fra,1,experience;food;service;convenience;reputation,"Plat délicieux, personnel professionnel et très sympatique. Très bien placé. Je recommande !!. See you soon."
tripadvisor,fra,-1,service;food;value,"L'endroit et l'accueil sont sympas. Par contre, le rapport qualité prix est en dessous de tout. Carafe d'eau à 5.50 euros ! Simplement du vol. 18 euros pour les spaghettis de nos enfants (6 et 3 ans) : un record. Nos plats de pâtes n'étaient pas mauvais mais assez quelconques, et à un prix (17 euros) auquel on peut trouver des pâtes délicieuses dans plusieurs restaurants du quartier. En résumé : à éviter. "
tripadvisor,eng,1,service;food,Great coffee and good looking stuff! They are very fast with bringing your food. They also sell their own beans.
tripadvisor,eng,1,experience;service;food,Exelent service from Chris and Jess. Food was amazing. Filet Chatobrian cooked perfectly medium from the sous chef Romeo. The best meal I ever had in ages! Definitely I will come back again. 😍
tripadvisor,por,1,experience;service;value,"Descobrimos esse lugar passeando pela rua.Vimos o certificado do Guia Michelin na porta e paramos para almoçar. Pedimos só tapiscos: pan con tomate, salada de polvo, batatas bravas e croquetas de jamón. Tudo para compartilhar.Eu tomei o vinho rosé da casa, gostoso. Preço ótimo , lugar simples e comida boa. Surpresa boa. "
tripadvisor,eng,1,experience;food;reputation;value,I love Spaghetti house I love that they have small portions From starters to desserts I have not yet tried something that was not excellent. And good value for money 
tripadvisor,nld,1,environment;food;value;service,Eerst keer geweest. Geweldig eten en sfeer. Doe zo verder. Vriendelijke ontvangst en bediening. Toffe inrichting. Drank wat aan de dure kant maar wordt gecompenseerd door het de geweldige spaghetti. 
tripadvisor,nld,1,food;service,"Zeer lekkere gerechten (lekkere vol au vent met een licht gerookt smaakje). Verse frietjes. Reeds meerder malen geweest, nooit ontgoocheld. Ook steeds een top service."
tripadvisor,eng,1,experience;food;service;convenience;environment,"Super healthy an nicely flavoured bowls (large portions!),Very swift and friendly service, well priced, nice music as well! Top location for a quick lunch"
tripadvisor,spa,1,experience;food;reputation;value,"Nos encanto, trato amable y servicio correctisimo.La comida excelente.Precio pareja 75€Muy recomendable "
tripadvisor,eng,-1,service,"The bar looks very nice but the service is terrible. After ordering we waited 25 minutes to get a coffee and a beer, only then the waiter told us that they didn’t have the food we initially order (25min ago). Asked for bill, never came. I asked for the manager to comment my experience there and she didn’t want to speak to me, the waiter said she was busy, RUDE!!!! "
tripadvisor,nld,1,food;service,"Gisteren hier gegeten, uiterst vriendelijke bediening, lekkere hamburger die een goed cuisson had, medium rare is ook echt medium rare."
tripadvisor,swe,1,experience;food,Handlar på Drottninggatans Panini-ställen ibland. Det är helt ok lunchmat. T ex köttbullarna är bra. Även vissa av salladerna.
tripadvisor,swe,1,experience;food,Handlar lunch här ibland. Helt ok lunchmat. Tex köttbullarna är goda och vissa av salladerna. Skulle gärna se att det såldes frallor med ost eller liknande hela dagen.
tripadvisor,nob,1,experience;service;food;reputation,Vi spiste en spaghetti bolognese og en pizza proscuitto som var veldig godt begge deler. Vi delte en karaffel rødvin som var i det billige segmentet som også smakte veldig godt. Hyggelig betjening og hyggelig plass. Kan absolutt anbefales! 
tripadvisor,eng,1,experience;service,Lovely place to eat. We’re were served by James tonight very lovely lad very attentive in a busy restaurant. Top service polite just what you’d expect from a fine establishment. He’s and asset to the team. Good was lovely highly recommend the chilli prawns and banoffee pie. Good menu reasonable prices. We’re very happy customers. Thank you and keep it up. We will be returning based of top service and lovely food 😍
tripadvisor,eng,1,food;experience;convenience;service;reputation,"The place looks a bit like a tourist trap but it doesn't. The dishes are delicious, the service not very cordial, but definitely a retsaurant I would recommend when you're hungry around Oxford Street."
tripadvisor,nld,-1,food;value,"We zijn  jaren klanten van ellis! Spijtig genoeg moet het vandaag zo gebeuren. Frieten waren  al gebakken en dan koud geserveerd en we vragen vriendelijke nieuwe frieten we krijgen zelfde terug ma hard gebakken en zo vettig en kei veel olie trok op gene zak!! Das geen fijn gevoel en dan nog zo veel betalen, das echt niet waard!!! Mensen deze ellis was vroeger goeee! De dag vandaag zaterdag 13 juli om 22h00 trok op gene zak ! En zeker student die daar werken ! Trekt op geen zak ! Ellis is totaal veranderd tegenover vroeger !!! Zie foto hoe die puntzak eruit zie ! Das niet normaal vol met olie !! Dan aan de prijs van 3,50 pardon ! Schandalig !"
tripadvisor,nld,1,family_friendly;food;value;service,"Al een paar keer met de kinderen gaan eten en nog nooit tegengevallen! Probeer ook zeker een keer de vegetarische hamburgers. Ik ben echt een vlees fan maar deze vegetarische zijn ook heerlijk. Prijs kwaliteit echt een top hamburger tent. Lekkere frietjes en een lekker slaatje erbij meer moet dat niet zijn. En een mooie uitgebreide bier selectie!Enige nadeel, je moet af en toe wel lang wachten het personeel doet hun best maar sommige zijn niet zo ervaren."
tripadvisor,eng,-1,experience;value;innovation;food,"From an Italian living in Lisbon: please do not step foot in there: the pizza is not good, and it s expensive. You have way better options in town."
tripadvisor,eng,-1,experience;service;value;reputation,10 minutes to get a drink order. 30 minutes for avocado on toast and after 45 mins after clearing the starters the mains still hadn't arrived. Didn't bother waiting. And when they presented the bill they added 12.5% service. What a cheek. Will not be going back.
tripadvisor,nld,1,service;environment;food,"Super vriendelijke bediening, heel mooie maar speciale inrichting en super lekker gegeten vol au vent en geflambeerd halve kip , frietjes zijn ook op een speciale manier gesneden  👍👍👍"
tripadvisor,eng,1,experience;service;food;value,"Came with friends as a party of eight for Saturday lunch. Long tables and benches downstairs, very friendly atmosphere. Attentive service. We were advised to choose three dishes each from vegetarian, fish, meat with sides of naan bread and rice. The the long table lent itself to putting the dishes in the middle for everyone to share, which the staff suggested. I had the pork cheeks which were superb. Everyone enjoyed their choices. I had a pale ale served in the bottle which went well with the meal. Finished with chai tea which everyone enjoyed. We were not hurried out although we stayed long after we had finished eating. A really good atmosphere and decor and quality food. I paid £23 for my meal with a drink included which is not bad for central London."
tripadvisor,fra,1,environment;value;food,"Nous avons déjeuné en terrasse avec nos adolescents pendant les vacances: Plats de spaghetti à composer à la carte, on peut commander de portions normales ou plus grande, parfait pour les jeunes. Endroit très sympa et convivial! Personnel très accueillant et souriant. Mon fils avait oublié son sac là-bas , ils nous l’ont gardé de côté, c’était vraiment super!!!"
tripadvisor,nld,1,convenience;food;experience,"Op 5 min te voet van de AB is dit handig om even handig om een snelle hap te doen die dan iets gezonder is dan de vlakbij gelegen Mc Donald.Veel varieteiten in Meatballs met puree, sla of rijst. Persoonlijk had ik balletjes met Vol au Vent vulling. Mijn echtgenote met Chili con carne.De smaken zaten goed. Echt warm was het niet. De salade bij mijn gerecht was zeer vers. De gehaktballen zelfs zijn eerder iets ‘spungy’, maar dit kan ook niet anders dan met de vulling.Het was geen slechte ervaring maar zou het dan ook niet omschrijven als wow, en eerder zoals eerder gezegd het beschrijven als de gezondere snelle hap."
tripadvisor,eng,-1,service,Its a shame really. The food was really good and we enjoyed it alot......but everything was so slow! We popped in for lunch but ended up spending 2 hours in there. We had the set menu and there was a good half hour to get our first course and then half an hour between each subsequent course. The poor girl serving was having to apologise to every table for how long things were taking. If you have plenty of free time then it's nice. But I cant pop in for lunch for 2 hours.
tripadvisor,eng,1,experience;food;environment;service,"every time we come to Colchester we always look forward to a meal at Middletons.  we had prawn cocktail and brie wedges with a jam/relish.  my husband says its the best prawn cocktail.  We then both had a ribeye steak with mushroom n tomato.  You are able to choose 1 side order to go with the steak.  all delicious.  finally dessert we have tried most of them ie- lemon possett, creme brulee, stick toffee pud, treacle tart etc.  Now on this ocassion my husband had black forest gateaux and i had the baked yoghurt with berries n crushed honeycomb( this was a sensation ).  all in all the food, the ambience and the staff made it a very enjoyable meal again."
tripadvisor,nld,1,environment;service;food,"Leuk opzet van restaurant met diverse gerechten met kip. Zowel groot terras buiten, als binnen een origineel 'kippenhok' waar men geschrankt opgehokt kan zitten. Zeker leuk met kinderen. Vriendelijke en vlotte bediening.Zowel voor een snelle lunch als diner om voor een budgetprijs toch goed te eten. Gaan er zeker nog eens terug."
tripadvisor,eng,1,food;environment,This restaurant serves delicious chicken nuggets! Crunchy chicken with a fresh dip. Also nicely situated on a corner nearby Jubelpark. 
tripadvisor,eng,1,food;service,"My wife was meeting with a work colleague and I tagged along. Kricket has some great ""small plate"" dishes - not cheap but lovely food and great service."
tripadvisor,eng,1,food;environment;experience,We decided to stop in to try this new restaurant and really enjoyed all the food we ate.  I love the farm to table concept and all the food we had was fresh and delicious.  I bought a cookbook which I will have to translate to English so I can recreate some of these amazing recipes at home. I hope you will be able to open a restaurant in New York City sometime soon.
tripadvisor,nld,-1,food,Koolsla niet vers!! Degoutant van smaak!!! Heb deze dan ook niet opgegeten toen ik een opmerking maakte was het van ik zal het doorgeven aan de keuken maar heb mijn rekening volledig betaald!! De meeste mensen lieten allemaal hun koolsla staan!! Gewoon degoutant mij zien ze daar nooit meer terug!!!!
